_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,COP_DELIV_QTY,COP_DELIV_PERC,CH_TOTAL_TRADES,VWAP,CH_TIMESTAMP,CH_ISIN,createdAt,updatedAt,TIMESTAMP,mTIMESTAMP
66acca5e77e5a8267d0c77f3,ADANIENT,EQ,N,3215,3111,3200,3160.9,3161.4,3217.25,3360209,10665513275.4,3743.9,2142,1232985,36.69,149926,3174.06,2024-08-02,INE423A01024,2024-08-02T12:00:30.322Z,2024-08-02T12:00:30.322Z,2024-08-01T18:30:00.000Z,02-Aug-2024
66b0bede24ac63aa548e4ba0,ADANIENT,EQ,N,3133.05,2996.3,3085,3038.2,3024,3160.9,2238921,6856587918.85,3743.9,2142,606250,27.08,139819,3062.45,2024-08-05,INE423A01024,2024-08-05T12:00:30.862Z,2024-08-05T12:00:30.862Z,2024-08-04T18:30:00.000Z,05-Aug-2024
66b210608897c6b999ebf46e,ADANIENT,EQ,N,3142.8,3057.25,3084,3072.7,3078.25,3038.2,2125201,6605115019.85,3743.9,2142,714767,33.63,124189,3108,2024-08-06,INE423A01024,2024-08-06T12:00:32.640Z,2024-08-06T12:00:32.640Z,2024-08-05T18:30:00.000Z,06-Aug-2024
66b361e025658921b21cf23f,ADANIENT,EQ,N,3190,3112,3118,3185.95,3186.45,3072.7,1868169,5909030045.95,3743.9,2142,897170,48.02,74727,3163.01,2024-08-07,INE423A01024,2024-08-07T12:00:32.830Z,2024-08-07T12:00:32.830Z,2024-08-06T18:30:00.000Z,07-Aug-2024
66b4b360c885d3c32a445d00,ADANIENT,EQ,N,3242.65,3156.55,3190.55,3167.55,3172.55,3185.95,2139376,6834751356.5,3743.9,2142,744082,34.78,107274,3194.74,2024-08-08,INE423A01024,2024-08-08T12:00:32.551Z,2024-08-08T12:00:32.551Z,2024-08-07T18:30:00.000Z,08-Aug-2024
66b604ff667796db79913da0,ADANIENT,EQ,N,3219.3,3171.05,3209,3187.55,3186.5,3167.55,760165,2427422875.5,3743.9,2142,215129,28.3,43358,3193.28,2024-08-09,INE423A01024,2024-08-09T12:01:03.422Z,2024-08-09T12:01:03.422Z,2024-08-08T18:30:00.000Z,09-Aug-2024
66b9f95c8308cafe1544bd28,ADANIENT,EQ,N,3169.85,3014,3100,3151.75,3140.9,3187.55,10307245,31964138144.9,3743.9,2142,2470218,23.97,368244,3101.13,2024-08-12,INE423A01024,2024-08-12T12:00:28.135Z,2024-08-12T12:00:28.135Z,2024-08-11T18:30:00.000Z,12-Aug-2024
66bb4adc8ef9995963de077f,ADANIENT,EQ,N,3178.1,3081.75,3170.05,3092.2,3085.7,3151.75,2192588,6842634919.75,3743.9,2142,871812,39.76,89159,3120.8,2024-08-13,INE423A01024,2024-08-13T12:00:28.261Z,2024-08-13T12:00:28.261Z,2024-08-12T18:30:00.000Z,13-Aug-2024
66bcc584ee2fb2a6f7392719,ADANIENT,EQ,N,3085.7,3027.75,3085.7,3040.1,3036.25,3092.2,1232383,3760640089.45,3743.9,2142,271224,22.01,70048,3051.52,2024-08-14,INE423A01024,2024-08-14T14:56:04.474Z,2024-08-14T14:56:04.474Z,2024-08-13T18:30:00.000Z,14-Aug-2024
66bf3f7fdfeef73be619da12,ADANIENT,EQ,N,3121.6,3039.35,3070,3108.8,3109,3040.1,970067,2987171671.05,3743.9,2142,248649,25.63,54922,3079.35,2024-08-16,INE423A01024,2024-08-16T12:01:03.423Z,2024-08-16T12:01:03.423Z,2024-08-15T18:30:00.000Z,16-Aug-2024
66c333df9e25e275ce28c4a9,ADANIENT,EQ,N,3134.3,3092.95,3122.05,3102.55,3107,3108.8,557265,1735304543.2,3743.9,2142,150133,26.94,35313,3113.97,2024-08-19,INE423A01024,2024-08-19T12:00:31.294Z,2024-08-19T12:00:31.294Z,2024-08-18T18:30:00.000Z,19-Aug-2024
66c485606ed189eaad1849a9,ADANIENT,EQ,N,3126,3058.85,3118.95,3070.65,3071,3102.55,662263,2042856651.95,3743.9,2142,185895,28.07,42615,3084.66,2024-08-20,INE423A01024,2024-08-20T12:00:32.500Z,2024-08-20T12:00:32.500Z,2024-08-19T18:30:00.000Z,20-Aug-2024
66c5d6df7450e8bd160ef1a3,ADANIENT,EQ,N,3153.3,3068.4,3070.65,3115.7,3117,3070.65,1379240,4290166315.45,3743.9,2142,497706,36.09,56394,3110.53,2024-08-21,INE423A01024,2024-08-21T12:00:31.967Z,2024-08-21T12:00:31.967Z,2024-08-20T18:30:00.000Z,21-Aug-2024
66c7285ea6c9947ff6c33896,ADANIENT,EQ,N,3150,3091,3130.75,3099.05,3099.55,3115.7,1378912,4306061295.45,3743.9,2142,640237,46.43,53089,3122.8,2024-08-22,INE423A01024,2024-08-22T12:00:30.601Z,2024-08-22T12:00:30.601Z,2024-08-21T18:30:00.000Z,22-Aug-2024
66c879e0058b857509840d79,ADANIENT,EQ,N,3123,3067.6,3101,3076.35,3079.45,3099.05,1375224,4247469323.35,3743.9,2142,653857,47.55,61780,3088.57,2024-08-23,INE423A01024,2024-08-23T12:00:32.747Z,2024-08-23T12:00:32.747Z,2024-08-22T18:30:00.000Z,23-Aug-2024
66cc6e60ba69ced25fa29831,ADANIENT,EQ,N,3090,3055,3088,3069,3069.8,3076.35,1632446,5011431416.4,3743.9,2142,807703,49.48,73150,3069.89,2024-08-26,INE423A01024,2024-08-26T12:00:32.762Z,2024-08-26T12:00:32.762Z,2024-08-25T18:30:00.000Z,26-Aug-2024
66cde2ad518659f3060a11be,ADANIENT,EQ,N,3095.75,3064,3072.2,3067.1,3067,3069,1310440,4034310722.25,3743.9,2142,751499,57.35,43632,3078.59,2024-08-27,INE423A01024,2024-08-27T14:29:01.253Z,2024-08-27T14:29:01.253Z,2024-08-26T18:30:00.000Z,27-Aug-2024
66cf11677b802c4bfaae17e9,ADANIENT,EQ,N,3078,3022.1,3078,3028,3028,3067.1,1569652,4773806258.8,3743.9,2142,714797,45.54,62349,3041.32,2024-08-28,INE423A01024,2024-08-28T12:00:39.650Z,2024-08-28T12:00:39.650Z,2024-08-27T18:30:00.000Z,28-Aug-2024
66d062e2f5482a5c7eaf9e18,ADANIENT,EQ,N,3041.95,2981.3,3030,3020.15,3022,3028,1853966,5575488281.3,3743.9,2142,747068,40.3,100949,3007.33,2024-08-29,INE423A01024,2024-08-29T12:00:34.955Z,2024-08-29T12:00:34.955Z,2024-08-28T18:30:00.000Z,29-Aug-2024
66d1b45ee006af35e6e8df92,ADANIENT,EQ,N,3038.55,3003.3,3030,3019.35,3033,3020.15,3509174,10596622023,3743.9,2142,2564687,73.09,77468,3019.69,2024-08-30,INE423A01024,2024-08-30T12:00:30.733Z,2024-08-30T12:00:30.733Z,2024-08-29T18:30:00.000Z,30-Aug-2024
66acca5f77e5a8267d0c7c49,ADANIPORTS,EQ,N,1599.7,1550.2,1579.95,1588,1586.05,1590.15,4313297,6809882959.75,1621.4,751.55,927027,21.49,161328,1578.81,2024-08-02,INE742F01042,2024-08-02T12:00:31.530Z,2024-08-02T12:00:31.530Z,2024-08-01T18:30:00.000Z,02-Aug-2024
66b0bee024ac63aa548e58de,ADANIPORTS,EQ,N,1563.45,1471.55,1540,1493.85,1494,1588,7147230,10790898197.95,1621.4,754.5,3147117,44.03,299694,1509.8,2024-08-05,INE742F01042,2024-08-05T12:00:32.711Z,2024-08-05T12:00:32.711Z,2024-08-04T18:30:00.000Z,05-Aug-2024
66b210618897c6b999ebf8fd,ADANIPORTS,EQ,N,1539.75,1488.1,1524.9,1494.1,1500.95,1493.85,3159971,4790941044.3,1621.4,754.5,1144036,36.2,164525,1516.13,2024-08-06,INE742F01042,2024-08-06T12:00:33.869Z,2024-08-06T12:00:33.869Z,2024-08-05T18:30:00.000Z,06-Aug-2024
66b361e225658921b21cff79,ADANIPORTS,EQ,N,1547.85,1514.2,1520,1543.8,1544.15,1494.1,2258441,3464220318.3,1621.4,754.5,845944,37.46,106615,1533.9,2024-08-07,INE742F01042,2024-08-07T12:00:34.247Z,2024-08-07T12:00:34.247Z,2024-08-06T18:30:00.000Z,07-Aug-2024
66b4b361c885d3c32a446a51,ADANIPORTS,EQ,N,1556,1513.8,1538,1519,1520,1543.8,2468123,3787021449,1621.4,754.5,869420,35.23,112588,1534.37,2024-08-08,INE742F01042,2024-08-08T12:00:33.972Z,2024-08-08T12:00:33.972Z,2024-08-07T18:30:00.000Z,08-Aug-2024
